Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
80,"JW Zhang, S Chen…","From me to you: Self-compassion predicts acceptance of own and others' imperfections",2020,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219853846","https://scholar.google.com/scholar?cites=7531284106242619347&as_sdt=2005&sciodt=0,5&hl=en",11,"2023-09-25 15:51:21","","10.1177/0146167219853846","","",,,,,80,26.67,27,3,3,"Self-compassion offers many personal benefits. However, whether and how the benefits of self-compassion may transmit to others remains unclear. Across three studies, we …","https://self-compassion.org/wp-content/uploads/2019/08/ZhangJWChen2019.pdf","https://scholar.google.com/scholar?q=related:0_ci__1-hGgJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
71,"AC Weidman, WJ Sowden, MK Berg…","Punish or protect? How close relationships shape responses to moral violations",2020,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219873485","https://scholar.google.com/scholar?cites=10025802327356642365&as_sdt=2005&sciodt=0,5&hl=en",12,"2023-09-25 15:51:21","","10.1177/0146167219873485","","",,,,,71,23.67,18,4,3,"People have fundamental tendencies to punish immoral actors and treat close others altruistically. What happens when these tendencies collide—do people punish or protect …","https://selfcontrol.psych.lsa.umich.edu/wp-content/uploads/2019/09/Punish-or-Protect-How-Close-Relationships-Shape-Responses-to-Moral-Violations.pdf","https://scholar.google.com/scholar?q=related:PZRgBhnOIosJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
52,"J Elad-Strenger, J Proch…","Is disgust a “conservative” emotion?",2020,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219880191","https://scholar.google.com/scholar?cites=10588145552747960107&as_sdt=2005&sciodt=0,5&hl=en",13,"2023-09-25 15:51:21","","10.1177/0146167219880191","","",,,,,52,17.33,17,3,3,"Extant political–psychological research has identified stable, context-independent differences between conservatives and liberals in a wide range of preferences and …","https://www.researchgate.net/profile/Julia-Elad-Strenger/publication/336606520_Is_Disgust_a_Conservative_Emotion/links/5df1351d4585159aa4765c2d/Is-Disgust-a-Conservative-Emotion.pdf","https://scholar.google.com/scholar?q=related:K5esJUim8JIJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
55,"AL Skinner, SP Perry, S Gaither","Not quite monoracial: Biracial stereotypes explored",2020,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219858344","https://scholar.google.com/scholar?cites=14480094289719834789&as_sdt=2005&sciodt=0,5&hl=en",14,"2023-09-25 15:51:21","","10.1177/0146167219858344","","",,,,,55,18.33,18,3,3,"Stereotypes often guide our perceptions of members of social groups. However, research has yet to document what stereotypes may exist for the fastest growing youth demographic …","https://sites.duke.edu/dukeidlab/files/2019/12/Skinner-et-al_2019_PSPB.pdf","https://scholar.google.com/scholar?q=related:pbjppAmh88gJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
67,"RJ Krause, DD Rucker","Strategic storytelling: When narratives help versus hurt the persuasive power of facts",2020,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219853845","https://scholar.google.com/scholar?cites=5724815101001523536&as_sdt=2005&sciodt=0,5&hl=en",15,"2023-09-25 15:51:21","","10.1177/0146167219853845","","",,,,,67,22.33,34,2,3,"Stories are known to be powerful persuasive devices. Stories can capture attention, evoke emotion, and entrance listeners in a manner that reduces resistance to a message. Given …","","https://scholar.google.com/scholar?q=related:UOH8wwChck8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
64,"RF Baumeister, W Hofmann…","Everyday thoughts in time: Experience sampling studies of mental time travel",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220908411","https://scholar.google.com/scholar?cites=12698987276201037068&as_sdt=2005&sciodt=0,5&hl=en",16,"2023-09-25 15:51:21","","10.1177/0146167220908411","","",,,,,64,21.33,21,3,3,"Time is among the most important yet mysterious aspects of experience. We investigated everyday mental time travel, especially into the future. Two community samples, contacted at …","https://psyarxiv.com/8zfwq/download?format=pdf","https://scholar.google.com/scholar?q=related:DA0rRaXdO7AJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
46,"M Zuckerman, C Li, S Lin…","The negative intelligence–religiosity relation: New and confirming evidence",2020,"… Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219879122","https://scholar.google.com/scholar?cites=12507079484290533444&as_sdt=2005&sciodt=0,5&hl=en",17,"2023-09-25 15:51:21","","10.1177/0146167219879122","","",,,,,46,15.33,12,4,3,"Zuckerman et al.(2013) conducted a meta-analysis of 63 studies that showed a negative intelligence–religiosity relation (IRR). As more studies have become available and because …","https://r.jordan.im/download/religion/zuckerman2020.pdf","https://scholar.google.com/scholar?q=related:RIi2joYSkq0J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
46,"J Syrda","Spousal relative income and male psychological distress",2020,"Personality and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219883611","https://scholar.google.com/scholar?cites=17014357211246608856&as_sdt=2005&sciodt=0,5&hl=en",18,"2023-09-25 15:51:21","","10.1177/0146167219883611","","",,,,,46,15.33,46,1,3,"Using Panel Study of Income Dynamics 2001-2015 dataset (6,035 households, 19,688 observations), this study takes a new approach to investigating the relationship between …","","https://scholar.google.com/scholar?q=related:2MH12bwjH-wJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
42,"AL Belanger, MP Joshi, MA Fuesting…","Putting belonging in context: Communal affordances signal belonging in STEM",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219897181","https://scholar.google.com/scholar?cites=13227783003686242409&as_sdt=2005&sciodt=0,5&hl=en",19,"2023-09-25 15:51:21","","10.1177/0146167219897181","","",,,,,42,14.00,11,4,3,"A sense of belonging in a particular context is cued not only by the people in the role but by the affordances of the role—that is, the opportunities for goal pursuit. We investigate this role …","https://journals.sagepub.com/doi/pdf/10.1177/0146167219897181","https://scholar.google.com/scholar?q=related:aQir3I6GkrcJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
47,"LE Wallace, DT Wegener…","When sources honestly provide their biased opinion: Bias as a distinct source perception with independent effects on credibility and persuasion",2020,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219858654","https://scholar.google.com/scholar?cites=13633296277705927738&as_sdt=2005&sciodt=0,5&hl=en",20,"2023-09-25 15:51:21","","10.1177/0146167219858654","","",,,,,47,15.67,16,3,3,"Anecdotally, attributions that others are biased pervade many domains. Yet, research examining the effects of perceptions of bias is sparse, possibly due to some prior …","https://www.researchgate.net/profile/Laura-Wallace-2/publication/334313178_When_Sources_Honestly_Provide_Their_Biased_Opinion_Bias_as_a_Distinct_Source_Perception_With_Independent_Effects_on_Credibility_and_Persuasion/links/5d766236299bf1cb8093f5f3/When-Sources-Honestly-Provide-Their-Biased-Opinion-Bias-as-a-Distinct-Source-Perception-With-Independent-Effects-on-Credibility-and-Persuasion.pdf","https://scholar.google.com/scholar?q=related:OixRdrsyM70J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
46,"W Li, Y Yang, J Wu, Y Kou","Testing the status-legitimacy hypothesis in China: Objective and subjective socioeconomic status divergently predict system justification",2020,"… and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219893997","https://scholar.google.com/scholar?cites=17948787754340446688&as_sdt=2005&sciodt=0,5&hl=en",21,"2023-09-25 15:51:21","","10.1177/0146167219893997","","",,,,,46,15.33,12,4,3,"The status-legitimacy hypothesis proposes that people with lower socioeconomic status (SES) are more likely to justify the social system than those with higher SES. However …","","https://scholar.google.com/scholar?q=related:4PFXpl3nFvkJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
37,"L Grigoryan, X Bai, F Durante…","Stereotypes as historical accidents: Images of social class in postcommunist versus capitalist societies",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219881434","https://scholar.google.com/scholar?cites=1873766259197067406&as_sdt=2005&sciodt=0,5&hl=en",22,"2023-09-25 15:51:21","","10.1177/0146167219881434","","",,,,,37,12.33,9,4,3,"Stereotypes are ideological and justify the existing social structure. Although stereotypes persist, they can change when the context changes. Communism's rise in Eastern Europe …","","https://scholar.google.com/scholar?q=related:jsCNL3z0ABoJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
40,"A Vishkin, Y Hasson, Y Millgram…","One size does not fit all: Tailoring cognitive reappraisal to different emotions",2020,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219861432","https://scholar.google.com/scholar?cites=18282353155708106782&as_sdt=2005&sciodt=0,5&hl=en",23,"2023-09-25 15:51:21","","10.1177/0146167219861432","","",,,,,40,13.33,10,4,3,"Emotion regulation strategies have been typically studied independently of the specific emotions people try to change by using them. However, to the extent that negative emotions …","https://www.researchgate.net/profile/Allon-Vishkin/publication/334575844_One_Size_Does_Not_Fit_All_Tailoring_Cognitive_Reappraisal_to_Different_Emotions/links/5d36dd71299bf1995b42bbed/One-Size-Does-Not-Fit-All-Tailoring-Cognitive-Reappraisal-to-Different-Emotions.pdf","https://scholar.google.com/scholar?q=related:Hjg5wFT3t_0J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
49,"AF Pagani, M Parise, S Donato…","If you shared my happiness, you are part of me: Capitalization and the experience of couple identity",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219854449","https://scholar.google.com/scholar?cites=14925758158541591882&as_sdt=2005&sciodt=0,5&hl=en",24,"2023-09-25 15:51:21","","10.1177/0146167219854449","","",,,,,49,16.33,12,4,3,"The way in which individuals react to a partner's disclosure of positive news (capitalization response) is associated with relational well-being. Two studies analyzed the role of couple …","","https://scholar.google.com/scholar?q=related:SpVCE_fxIs8J:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
35,"LZ Williamson, BM Wilkowski","Nipping temptation in the bud: Examining strategic self-control in daily life",2020,"… social psychology bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219883606","https://scholar.google.com/scholar?cites=5163042628844305483&as_sdt=2005&sciodt=0,5&hl=en",25,"2023-09-25 15:51:21","","10.1177/0146167219883606","","",,,,,35,11.67,18,2,3,"Self-control is often thought to be reactive and focused solely on the inhibition of responses elicited by temptations. In two studies, we assessed whether self-control can instead (a) be …","http://www.uwyo.edu/psychology/_files/docs/ben-wilkowski-docs/proactiveself-control-pspb-accepted.pdf","https://scholar.google.com/scholar?q=related:S7x2fOrPpkcJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
37,"CC Banker, MR Leary","Hypo-egoic nonentitlement as a feature of humility",2020,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219875144","https://scholar.google.com/scholar?cites=13488372956599706596&as_sdt=2005&sciodt=0,5&hl=en",26,"2023-09-25 15:51:21","","10.1177/0146167219875144","","",,,,,37,12.33,19,2,3,"Two studies tested the hypothesis that humility is characterized by the belief that, no matter how extraordinary one's accomplishments or characteristics may be, one is not entitled to be …","","https://scholar.google.com/scholar?q=related:5GMcVL1TMLsJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
50,"JLT Leong, SX Chen, HHL Fung…","Is gratitude always beneficial to interpersonal relationships? The interplay of grateful disposition, grateful mood, and grateful expression among married couples",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219842868","https://scholar.google.com/scholar?cites=11690558152162831733&as_sdt=2005&sciodt=0,5&hl=en",27,"2023-09-25 15:51:21","","10.1177/0146167219842868","","",,,,,50,16.67,13,4,3,"A growing body of research has documented positive outcomes of gratitude in personal and interpersonal domains. To uncover the dynamic process of gratitude and relational well …","https://journals.sagepub.com/doi/pdf/10.1177/0146167219842868","https://scholar.google.com/scholar?q=related:dW22PbM0PaIJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
34,"MS Allen, DA Robson, LJ Martin…","Systematic review and meta-analysis of self-serving attribution biases in the competitive context of organized sport",2020,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219893995","https://scholar.google.com/scholar?cites=301752051579651074&as_sdt=2005&sciodt=0,5&hl=en",28,"2023-09-25 15:51:21","","10.1177/0146167219893995","","",,,,,34,11.33,9,4,3,"This meta-analysis explored the magnitude of self-serving attribution biases for real-world athletic outcomes. A comprehensive literature search identified 69 studies (160 effect sizes; …","","https://scholar.google.com/scholar?q=related:AoSmZOQJMAQJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
54,"KA Valentine, NP Li, AL Meltzer…","Mate preferences for warmth-trustworthiness predict romantic attraction in the early stages of mate selection and satisfaction in ongoing relationships",2020,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219855048","https://scholar.google.com/scholar?cites=11915075045069099179&as_sdt=2005&sciodt=0,5&hl=en",29,"2023-09-25 15:51:21","","10.1177/0146167219855048","","",,,,,54,18.00,14,4,3,"People seek warm and trustworthy individuals as long-term mates for numerous reasons. Indeed, such individuals are prone to cooperation, have strong parenting skills, have the …","https://ink.library.smu.edu.sg/cgi/viewcontent.cgi?article=4147&context=soss_research","https://scholar.google.com/scholar?q=related:qxB37Z_ZWqUJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
34,"B Major, JA Rathbone, A Blodorn…","The countervailing effects of weight stigma on weight-loss motivation and perceived capacity for weight control",2020,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220903184","https://scholar.google.com/scholar?cites=8655101087325404795&as_sdt=2005&sciodt=0,5&hl=en",30,"2023-09-25 15:51:21","","10.1177/0146167220903184","","",,,,,34,11.33,9,4,3,"We hypothesized that exposure to weight stigma simultaneously increases motivation to lose or avoid gaining weight to avoid future stigma and decreases perceived capacity to do …","https://www.jeffreyhunger.com/uploads/3/4/4/8/34481134/major_rathbone_blodorn___hunger__2020__-_pspb.pdf","https://scholar.google.com/scholar?q=related:e74gDZUYHXgJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
34,"R Covarrubias, I Landa…","Developing a family achievement guilt scale grounded in first-generation college student voices",2020,"… and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167220908382","https://scholar.google.com/scholar?cites=15342770980027602644&as_sdt=2005&sciodt=0,5&hl=en",31,"2023-09-25 15:51:21","","10.1177/0146167220908382","","",,,,,34,11.33,11,3,3,"As the first in their families to attend college, first-generation students plausibly experience family achievement guilt—socioemotional distress related to “leaving family members” to …","https://www.researchgate.net/profile/Ronald-Gallimore/publication/339937434_Developing_a_Family_Achievement_Guilt_Scale_Grounded_in_First-Generation_College_Student_Voices/links/5e7525a1299bf1892cfbca2a/Developing-a-Family-Achievement-Guilt-Scale-Grounded-in-First-Generation-College-Student-Voices.pdf","https://scholar.google.com/scholar?q=related:1Ja3tup47NQJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
43,"S Yu, SL Blader","Why does social class affect subjective well-being? The role of status and power",2020,"Personality and Social Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219853841","https://scholar.google.com/scholar?cites=8994822876395761738&as_sdt=2005&sciodt=0,5&hl=en",32,"2023-09-25 15:51:21","","10.1177/0146167219853841","","",,,,,43,14.33,22,2,3,"The link between social class and subjective well-being (SWB) has been an important topic of inquiry, with broad implications for understanding the psychology of social class and the …","https://www.researchgate.net/profile/Siyu-Yu-3/publication/333800141_Why_Does_Social_Class_Affect_Subjective_Well-Being_The_Role_of_Status_and_Power/links/5d06531e299bf12e7be49dd1/Why-Does-Social-Class-Affect-Subjective-Well-Being-The-Role-of-Status-and-Power.pdf","https://scholar.google.com/scholar?q=related:SnAg3b8H1HwJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
32,"M Kroneisen, DW Heck","Interindividual differences in the sensitivity for consequences, moral norms, and preferences for inaction: Relating basic personality traits to the CNI model",2020,"Personality and Social Psychology …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219893994","https://scholar.google.com/scholar?cites=8742171583781890074&as_sdt=2005&sciodt=0,5&hl=en",33,"2023-09-25 15:51:21","","10.1177/0146167219893994","","",,,,,32,10.67,16,2,3,"Research on moral decision making usually focuses on two ethical principles: the principle of utilitarianism (= morality of an action is determined by its consequences) and the principle …","https://journals.sagepub.com/doi/pdf/10.1177/0146167219893994","https://scholar.google.com/scholar?q=related:GmjVyLxuUnkJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
41,"L Hamley, CA Houkamau, D Osborne…","Ingroup love or outgroup hate (or both)? Mapping distinct bias profiles in the population",2020,"… Psychology Bulletin","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0146167219845919","https://scholar.google.com/scholar?cites=17543262627760630179&as_sdt=2005&sciodt=0,5&hl=en",34,"2023-09-25 15:51:21","","10.1177/0146167219845919","","",,,,,41,13.67,10,4,3,"Researchers have long argued that ingroup favoritism and outgroup derogation are separable phenomena that occur in different, meaningful combinations. Statistical methods …","","https://scholar.google.com/scholar?q=related:o-kOaWkwdvMJ:scholar.google.com/&scioq=source:%22personality+and+social+psychology+bulletin%22&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020"
