Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
171,"J Dalege, D Borsboom…","Network analysis on attitudes: a brief tutorial",2017,"… personality science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617709827","https://scholar.google.com/scholar?cites=12512842813198462010&as_sdt=2005&sciodt=0,5&hl=en",11,"2023-09-25 10:59:19","","10.1177/1948550617709827","","",,,,,171,28.50,57,3,6,"In this article, we provide a brief tutorial on the estimation, analysis, and simulation on attitude networks using the programming language R. We first discuss what a network is and …","https://journals.sagepub.com/doi/full/10.1177/1948550617709827","https://scholar.google.com/scholar?q=related:Omz-Ij6Mpq0J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
171,"N Honeycutt, L Freberg","The liberal and conservative experience across academic disciplines: An extension of Inbar and Lammers",2017,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616667617","https://scholar.google.com/scholar?cites=15586962953977393389&as_sdt=2005&sciodt=0,5&hl=en",12,"2023-09-25 10:59:19","","10.1177/1948550616667617","","",,,,,171,28.50,86,2,6,"Inbar and Lammers asked members of APA Division 8 (personality and social psychology) about their political orientation, hostility experienced related to their political orientation, and …","https://www.researchgate.net/profile/Laura-Freberg/publication/308181149_The_Liberal_and_Conservative_Experience_Across_Academic_Disciplines_An_Extension_of_Inbar_and_Lammers/links/5aad7af30f7e9b4897be9939/The-Liberal-and-Conservative-Experience-Across-Academic-Disciplines-An-Extension-of-Inbar-and-Lammers.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail","https://scholar.google.com/scholar?q=related:7fD-LjkEUNgJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
159,"D Lakens, AJ Etz","Too true to be bad: When sets of studies with significant and nonsignificant findings are probably true",2017,"… Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617693058","https://scholar.google.com/scholar?cites=12865462463875425927&as_sdt=2005&sciodt=0,5&hl=en",13,"2023-09-25 10:59:19","","10.1177/1948550617693058","","",,,,,159,26.50,80,2,6,"Psychology journals rarely publish nonsignificant results. At the same time, it is often very unlikely (or “too good to be true”) that a set of studies yields exclusively significant results …","https://journals.sagepub.com/doi/full/10.1177/1948550617693058?utm_source=summon&utm_medium=discovery-provider","https://scholar.google.com/scholar?q=related:h6ZqXvJNi7IJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
165,"M Barranti, EN Carlson, S Côté","How to test questions about similarity in personality and social psychology research: Description and empirical demonstration of response surface analysis",2017,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617698204","https://scholar.google.com/scholar?cites=16109281174315014898&as_sdt=2005&sciodt=0,5&hl=en",14,"2023-09-25 10:59:19","","10.1177/1948550617698204","","",,,,,165,27.50,55,3,6,"Social and personality psychologists are often interested in the extent to which similarity, agreement, or matching matters. The current article describes response surface analysis …","https://www.rotman.utoronto.ca/-/media/Files/Faculty-Bios/Stphane-Ct/Barranti-Carlson-Ct--SPPS-2017-RSApdf.pdf","https://scholar.google.com/scholar?q=related:8hrvneCpj98J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
155,"MJ Callan, H Kim, AI Gheorghiu…","The interrelations between social class, personal relative deprivation, and prosociality",2017,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616673877","https://scholar.google.com/scholar?cites=8267821664342881447&as_sdt=2005&sciodt=0,5&hl=en",15,"2023-09-25 10:59:19","","10.1177/1948550616673877","","",,,,,155,25.83,39,4,6,"We propose that personal relative deprivation (PRD)—the belief that one is worse off than similar others—plays a key role in the link between social class and prosociality. Across …","https://journals.sagepub.com/doi/full/10.1177/1948550616673877","https://scholar.google.com/scholar?q=related:p7Rvuf8zvXIJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
135,"BM Tappin, RT McKay","The illusion of moral superiority",2017,"Social psychological and personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616673878","https://scholar.google.com/scholar?cites=14028821874807175023&as_sdt=2005&sciodt=0,5&hl=en",16,"2023-09-25 10:59:19","","10.1177/1948550616673878","","",,,,,135,22.50,68,2,6,"Most people strongly believe they are just, virtuous, and moral; yet regard the average person as distinctly less so. This invites accusations of irrationality in moral judgment and …","https://journals.sagepub.com/doi/full/10.1177/1948550616673878","https://scholar.google.com/scholar?q=related:b3cc0SpjsMIJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
129,"D Doliński, T Grzyb, M Folwarczny…","Would you deliver an electric shock in 2015? Obedience in the experimental paradigm developed by Stanley Milgram in the 50 years following the original studies",2017,"… personality science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617693060","https://scholar.google.com/scholar?cites=1316142126464552757&as_sdt=2005&sciodt=0,5&hl=en",17,"2023-09-25 10:59:19","","10.1177/1948550617693060","","",,,,,129,21.50,32,4,6,"In spite of the over 50 years which have passed since the original experiments conducted by Stanley Milgram on obedience, these experiments are still considered a turning point in our …","https://www.researchgate.net/profile/Michal-Folwarczny-3/publication/315065066_Would_You_Deliver_an_Electric_Shock_in_2015_Obedience_in_the_Experimental_Paradigm_Developed_by_Stanley_Milgram_in_the_50_Years_Following_the_Original_Studies/links/5c52b77992851c22a39d406d/Would-You-Deliver-an-Electric-Shock-in-2015-Obedience-in-the-Experimental-Paradigm-Developed-by-Stanley-Milgram-in-the-50-Years-Following-the-Original-Studies.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail&_rtd=e30%3D","https://scholar.google.com/scholar?q=related:Nc_YcUrgQxIJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
126,"EG Bruneau, M Cikara, R Saxe","Parochial empathy predicts reduced altruism and the endorsement of passive harm",2017,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617693064","https://scholar.google.com/scholar?cites=16217891855257080038&as_sdt=2005&sciodt=0,5&hl=en",18,"2023-09-25 10:59:19","","10.1177/1948550617693064","","",,,,,126,21.00,42,3,6,"Empathic failures are common in hostile intergroup contexts; repairing empathy is therefore a major focus of peacebuilding efforts. However, it is unclear which aspect of empathy is …","https://journals.sagepub.com/doi/full/10.1177/1948550617693064","https://scholar.google.com/scholar?q=related:5pBMXreGEeEJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
125,"JW van Prooijen, APM Krouwel","Extreme political beliefs predict dogmatic intolerance",2017,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616671403","https://scholar.google.com/scholar?cites=13020113232794836490&as_sdt=2005&sciodt=0,5&hl=en",19,"2023-09-25 10:59:19","","10.1177/1948550616671403","","",,,,,125,20.83,63,2,6,"Dogmatic intolerance—defined as a tendency to reject, and consider as inferior, any ideological belief that differs from one's own—is often assumed to be more prominent at the …","","https://scholar.google.com/scholar?q=related:Cl4ZcAC8sLQJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
125,"JC Jackson, D Rand, K Lewis…","Agent-based modeling: A guide for social psychologists",2017,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617691100","https://scholar.google.com/scholar?cites=3816323127329374467&as_sdt=2005&sciodt=0,5&hl=en",20,"2023-09-25 10:59:19","","10.1177/1948550617691100","","",,,,,125,20.83,31,4,6,"Agent-based modeling is a long-standing but underused method that allows researchers to simulate artificial worlds for hypothesis testing and theory building. Agent-based models …","https://dash.lib.harvard.edu/bitstream/handle/1/30194529/jackson%2Crand%2Clewis%2Cnorton%2Cgray_agent-based-modeling.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:A0GTIKpN9jQJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
113,"E Selcuk, SCE Stanton, RB Slatcher…","Perceived partner responsiveness predicts better sleep quality through lower anxiety",2017,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616662128","https://scholar.google.com/scholar?cites=2943178123967711726&as_sdt=2005&sciodt=0,5&hl=en",21,"2023-09-25 10:59:19","","10.1177/1948550616662128","","",,,,,113,18.83,28,4,6,"The present study investigated whether perceived partner responsiveness—the extent to which individuals feel cared for, understood, and validated by their partner—predicted …","https://www.humanhealthlabs.org/s/selck-2017.pdf","https://scholar.google.com/scholar?q=related:7snL_ehE2CgJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
101,"AW Lukaszewski, M Gurven…","What explains personality covariation? A test of the socioecological complexity hypothesis",2017,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617697175","https://scholar.google.com/scholar?cites=17020896247926381132&as_sdt=2005&sciodt=0,5&hl=en",22,"2023-09-25 10:59:19","","10.1177/1948550617697175","","",,,,,101,16.83,34,3,6,"Correlations among distinct behaviors are foundational to personality science, but the field remains far from a consensus regarding the causes of such covariation. We advance a novel …","https://bura.brunel.ac.uk/bitstream/2438/18923/3/FullText.pdf","https://scholar.google.com/scholar?q=related:TFpu-PReNuwJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
94,"A Clifton, GD Webster","An introduction to social network analysis for personality and social psychologists",2017,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617709114","https://scholar.google.com/scholar?cites=6721189368626088064&as_sdt=2005&sciodt=0,5&hl=en",23,"2023-09-25 10:59:19","","10.1177/1948550617709114","","",,,,,94,15.67,47,2,6,"Social network analysis (SNA) is a methodology for studying the connections and behavior of individuals within social groups. Despite its relevance to social and personality …","https://www.researchgate.net/profile/Allan-Clifton/publication/317630513_An_Introduction_to_Social_Network_Analysis_for_Personality_and_Social_Psychologists/links/5de695e84585159aa45f58ed/An-Introduction-to-Social-Network-Analysis-for-Personality-and-Social-Psychologists.pdf","https://scholar.google.com/scholar?q=related:gAgX0R52Rl0J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
97,"LA Fredman, B Bastian…","God or country? Fusion with Judaism predicts desire for retaliation following Palestinian stabbing Intifada",2017,"… and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617693059","https://scholar.google.com/scholar?cites=1154898029157747869&as_sdt=2005&sciodt=0,5&hl=en",24,"2023-09-25 10:59:19","","10.1177/1948550617693059","","",,,,,97,16.17,32,3,6,"Research indicates that existential threat may motivate in-group members to retaliate against out-group members. Less is known about the impact of alignment with one's …","https://labs.la.utexas.edu/swann/files/2017/03/fredman-et-al-2017.pdf","https://scholar.google.com/scholar?q=related:nQy_e6MFBxAJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
91,"G Feldman, H Lian, M Kosinski…","Frankly, we do give a damn: The relationship between profanity and honesty",2017,"… and personality science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616681055","https://scholar.google.com/scholar?cites=3671476636808797134&as_sdt=2005&sciodt=0,5&hl=en",25,"2023-09-25 10:59:19","","10.1177/1948550616681055","","",,,,,91,15.17,23,4,6,"There are two conflicting perspectives regarding the relationship between profanity and dishonesty. These two forms of norm-violating behavior share common causes and are often …","https://journals.sagepub.com/doi/full/10.1177/1948550616681055?fbclid=IwAR1hDCxIt15IxuPglJoikel4qUden-m8JMmpsyy1dS10GdJXnHpEYse-wFY&","https://scholar.google.com/scholar?q=related:zlsigoy08zIJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
85,"AE Monroe, GL Brady, BF Malle","This isn't the free will worth looking for: General free will beliefs do not influence moral judgments, agent-specific choice ascriptions do",2017,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616667616","https://scholar.google.com/scholar?cites=5288438564981240171&as_sdt=2005&sciodt=0,5&hl=en",26,"2023-09-25 10:59:19","","10.1177/1948550616667616","","",,,,,85,14.17,28,3,6,"According to previous research, threatening people's belief in free will may undermine moral judgments and behavior. Four studies tested this claim. Study 1 used a Velten technique to …","https://research.clps.brown.edu/SocCogSci/Publications/Pubs/Monroe_Brady&Malle%20(2016)%20Not%20the%20free%20will%20worth%20looking%20for.pdf","https://scholar.google.com/scholar?q=related:a_EuAttOZEkJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
85,"JB Bear, P Glick","Breadwinner bonus and caregiver penalty in workplace rewards for men and women",2017,"… Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616683016","https://scholar.google.com/scholar?cites=6425184131807071196&as_sdt=2005&sciodt=0,5&hl=en",27,"2023-09-25 10:59:19","","10.1177/1948550616683016","","",,,,,85,14.17,43,2,6,"Two studies examine whether the workplace motherhood penalty and fatherhood bonus are better conceived, respectively, as a caregiver penalty and breadwinner bonus. Participants …","","https://scholar.google.com/scholar?q=related:3EvWAO3WKlkJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
77,"J Lammers, A Koch, P Conway…","The political domain appears simpler to the politically extreme than to political moderates",2017,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616678456","https://scholar.google.com/scholar?cites=2193441215728590793&as_sdt=2005&sciodt=0,5&hl=en",28,"2023-09-25 10:59:19","","10.1177/1948550616678456","","",,,,,77,12.83,19,4,6,"How does political preference affect categorization in the political domain? Eight studies demonstrate that people on both ends of the political spectrum—strong Republicans and …","https://www.academia.edu/download/52100074/2016_Lammers_Koch_Conway_Brandt.pdf","https://scholar.google.com/scholar?q=related:yR80EyqrcB4J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
74,"LT O'Brien, A Hitti, E Shaffer…","Improving girls' sense of fit in science: Increasing the impact of role models",2017,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616671997","https://scholar.google.com/scholar?cites=5344503555725458862&as_sdt=2005&sciodt=0,5&hl=en",29,"2023-09-25 10:59:19","","10.1177/1948550616671997","","",,,,,74,12.33,19,4,6,"A field experiment tested the effect of choosing a “favorite” role model on sense of fit in science among middle school girls. The girls participated in a 1-day science outreach event …","https://drive.google.com/file/d/19ynMhQiWnN785cCn3e2lZlpXmpAWAhwE/view","https://scholar.google.com/scholar?q=related:rv3T46p9K0oJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
70,"G Gunaydin, E Selcuk, V Zayas","Impressions based on a portrait predict, 1-month later, impressions following a live interaction",2017,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616662123","https://scholar.google.com/scholar?cites=5753943179585266209&as_sdt=2005&sciodt=0,5&hl=en",30,"2023-09-25 10:59:19","","10.1177/1948550616662123","","",,,,,70,11.67,23,3,6,"When it comes to person perception, does one “judge a book by its cover?” Perceivers made judgments of liking, and of personality, based on a photograph of an unknown other, and at …","http://repository.bilkent.edu.tr/bitstream/handle/11693/37049/Impressions%20Based%20on%20a%20Portrait%20Predict.pdf?sequence=1","https://scholar.google.com/scholar?q=related:ISL2DNYc2k8J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
70,"NW Hudson, RE Lucas…","Day-to-day affect is surprisingly stable: a 2-year longitudinal study of well-being",2017,"… and personality science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616662129","https://scholar.google.com/scholar?cites=1025720295475695655&as_sdt=2005&sciodt=0,5&hl=en",31,"2023-09-25 10:59:19","","10.1177/1948550616662129","","",,,,,70,11.67,23,3,6,"Previous research suggests global assessments of cognitive well-being—life satisfaction—are relatively stable over time. Far fewer studies have examined the extent to which …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5726280/","https://scholar.google.com/scholar?q=related:J9C8miwXPA4J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
70,"KC Elmore, M Luna-Lucero","Light bulbs or seeds? How metaphors for ideas influence judgments about genius",2017,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616667611","https://scholar.google.com/scholar?cites=7213234834697413406&as_sdt=2005&sciodt=0,5&hl=en",32,"2023-09-25 10:59:19","","10.1177/1948550616667611","","",,,,,70,11.67,35,2,6,"Ideas are commonly described using metaphors; a bright idea appears like a “light bulb” or the “seed” of an idea takes root. However, little is known about how these metaphors may …","","https://scholar.google.com/scholar?q=related:HuOcY92OGmQJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
67,"TR Kupfer, R Giner-Sorolla","Communicating moral motives: The social signaling function of disgust",2017,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550616679236","https://scholar.google.com/scholar?cites=308131869685444335&as_sdt=2005&sciodt=0,5&hl=en",33,"2023-09-25 10:59:19","","10.1177/1948550616679236","","",,,,,67,11.17,34,2,6,"Disgust motivates pathogen avoidance, but it is unclear why it is also reported toward moral violations. Previous explanations have focused on identifying the type of violation specific to …","https://kar.kent.ac.uk/59822/1/SPPS.Social%20signal%20author%20final.pdf","https://scholar.google.com/scholar?q=related:7-6TjE20RgQJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2017&as_yhi=2017"
