Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
109,"MD Hammond, P Milojev, Y Huang…","Benevolent sexism and hostile sexism across the ages",2018,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617727588","https://scholar.google.com/scholar?cites=18198551890728182541&as_sdt=2005&sciodt=0,5&hl=en",11,"2023-09-25 13:09:19","","10.1177/1948550617727588","","",,,,,109,21.80,27,4,5,"Ambivalent sexism theory states that prejudice toward women comprises two interrelated ideologies. Endorsement of hostile sexism—aggressive and competitive attitudes toward …","https://www.researchgate.net/profile/Matthew-Hammond-6/publication/319410982_Benevolent_Sexism_and_Hostile_Sexism_Across_the_Ages/links/59ab2dd2aca272f8a154eb28/Benevolent-Sexism-and-Hostile-Sexism-Across-the-Ages.pdf","https://scholar.google.com/scholar?q=related:DeNdSYY-jvwJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
103,"TL Milfont, PG Bain, Y Kashima…","On the relation between social dominance orientation and environmentalism: A 25-nation study",2018,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617722832","https://scholar.google.com/scholar?cites=10514418308536034744&as_sdt=2005&sciodt=0,5&hl=en",12,"2023-09-25 13:09:19","","10.1177/1948550617722832","","",,,,,103,20.60,26,4,5,"Approval of hierarchy and inequality in society indexed by social dominance orientation (SDO) extends to support for human dominance over the natural world. We tested this …","https://hal.science/hal-01659985/document","https://scholar.google.com/scholar?q=related:uGUnbL636pEJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
100,"AJ Vonasch, T Reynolds…","Death before dishonor: Incurring costs to protect moral reputation",2018,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617720271","https://scholar.google.com/scholar?cites=12865329127361866495&as_sdt=2005&sciodt=0,5&hl=en",13,"2023-09-25 13:09:19","","10.1177/1948550617720271","","",,,,,100,20.00,33,3,5,"Predicated on the notion that people's survival depends greatly on participation in cooperative society, and that reputation damage may preclude such participation, four …","","https://scholar.google.com/scholar?q=related:_-rjiq3UirIJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
89,"JG Voelkel, M Feinberg","Morally reframed arguments can affect support for political candidates",2018,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617729408","https://scholar.google.com/scholar?cites=11007116756054954716&as_sdt=2005&sciodt=0,5&hl=en",14,"2023-09-25 13:09:19","","10.1177/1948550617729408","","",,,,,89,17.80,45,2,5,"Moral reframing involves crafting persuasive arguments that appeal to the targets' moral values but argue in favor of something they would typically oppose. Applying this technique …","https://journals.sagepub.com/doi/full/10.1177/1948550617729408","https://scholar.google.com/scholar?q=related:3NLnFV8iwZgJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
87,"J Kende, K Phalet…","Equality revisited: A cultural meta-analysis of intergroup contact and prejudice",2018,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617728993","https://scholar.google.com/scholar?cites=13690920650319526904&as_sdt=2005&sciodt=0,5&hl=en",15,"2023-09-25 13:09:19","","10.1177/1948550617728993","","",,,,,87,17.40,29,3,5,"Across cultures, intergroup contact—interpersonal interaction with out-group members—is associated with less prejudice. Contact research was criticized, however, for bypassing …","https://www.researchgate.net/profile/Judit-Kende-2/publication/319657441_Equality_Revisited_A_Cultural_Meta-Analysis_of_Intergroup_Contact_and_Prejudice/links/5a79bc82a6fdcc4ffe927199/Equality-Revisited-A-Cultural-Meta-Analysis-of-Intergroup-Contact-and-Prejudice.pdf","https://scholar.google.com/scholar?q=related:-PtaOsvr_70J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
81,"K Pauker, C Carpinella, C Meyers…","The role of diversity exposure in Whites' reduction in race essentialism over time",2018,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617731496","https://scholar.google.com/scholar?cites=9846732253178780318&as_sdt=2005&sciodt=0,5&hl=en",16,"2023-09-25 13:09:19","","10.1177/1948550617731496","","",,,,,81,16.20,20,4,5,"Despite multidisciplinary theorizing on the consequences of the changing racial demographics in the United States, few studies have systematically examined how exposure …","https://journals.sagepub.com/doi/full/10.1177/1948550617731496","https://scholar.google.com/scholar?q=related:nloaZdCepogJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
80,"MA Craig, JA Richeson","Hispanic population growth engenders conservative shift among non-Hispanic racial minorities",2018,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617712029","https://scholar.google.com/scholar?cites=2232604249950640370&as_sdt=2005&sciodt=0,5&hl=en",17,"2023-09-25 13:09:19","","10.1177/1948550617712029","","",,,,,80,16.00,40,2,5,"The racial/ethnic diversity of the United States is increasing, yet recent social psychological research has focused primarily on White Americans' reactions to this demographic trend …","https://spcl.yale.edu/sites/default/files/files/Craig_Richeson17SPPS.pdf","https://scholar.google.com/scholar?q=related:8thVirzN-x4J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
75,"M Obschonka, M Stuetzer, PJ Rentfrow…","Fear, populism, and the geopolitical landscape: The “sleeper effect” of neurotic personality traits on regional voting behavior in the 2016 Brexit and Trump elections",2018,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550618755874","https://scholar.google.com/scholar?cites=51441984543254121&as_sdt=2005&sciodt=0,5&hl=en",18,"2023-09-25 13:09:19","","10.1177/1948550618755874","","",,,,,75,15.00,19,4,5,"Two recent electoral results—Donald Trump's election as US president and the UK's Brexit vote—have reignited debate on the psychological factors underlying voting behavior. Both …","https://eprints.lse.ac.uk/86482/1/Lee_Fear%2C%20populism%2C%20geopolitical%20landscape_2018.pdf","https://scholar.google.com/scholar?q=related:aeY9XzbCtgAJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
73,"S Gabriel, E Paravati, MC Green…","From Apprentice to President: The Role of Parasocial Connection in the Election of Donald Trump",2018,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617722835","https://scholar.google.com/scholar?cites=14967384907127524173&as_sdt=2005&sciodt=0,5&hl=en",19,"2023-09-25 13:09:19","","10.1177/1948550617722835","","",,,,,73,14.60,18,4,5,"Data suggest that the outcome of the 2016 American presidential election was a surprise to most people. We conducted a study to examine the role parasocial bonds formed with …","https://www.researchgate.net/profile/Elaine-Paravati/publication/324032504_From_Apprentice_to_President_The_Role_of_Parasocial_Connection_in_the_Election_of_Donald_Trump/links/5c76b40d92851c6950464651/From-Apprentice-to-President-The-Role-of-Parasocial-Connection-in-the-Election-of-Donald-Trump.pdf","https://scholar.google.com/scholar?q=related:TQvhvUXVts8J:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
73,"JW Van Prooijen, APM Krouwel…","Ideological responses to the EU refugee crisis: The left, the right, and the extremes",2018,"… and personality science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617731501","https://scholar.google.com/scholar?cites=13200582474682104703&as_sdt=2005&sciodt=0,5&hl=en",20,"2023-09-25 13:09:19","","10.1177/1948550617731501","","",,,,,73,14.60,24,3,5,"The 2016 European Union (EU) refugee crisis exposed a fundamental distinction in political attitudes between the political left and right. Previous findings suggest, however, that …","https://journals.sagepub.com/doi/full/10.1177/1948550617731501?utm_source=mandiner&utm_medium=link&utm_campaign=mandiner_201901","https://scholar.google.com/scholar?q=related:f3usL9LjMbcJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
73,"M Ayoub, SD Gosling, J Potter…","The relations between parental socioeconomic status, personality, and life outcomes",2018,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617707018","https://scholar.google.com/scholar?cites=13333228949819750691&as_sdt=2005&sciodt=0,5&hl=en",21,"2023-09-25 13:09:19","","10.1177/1948550617707018","","",,,,,73,14.60,18,4,5,"Studies have shown that cognitive ability is correlated with parental socioeconomic status (pSES). However, little is known about the correlation between personality and pSES. To …","","https://scholar.google.com/scholar?q=related:I_n1XhYlCbkJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
58,"JM Chen, MCP de Paula Couto…","To be or not to be (black or multiracial or white) cultural variation in racial boundaries",2018,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617725149","https://scholar.google.com/scholar?cites=7650650587890373157&as_sdt=2005&sciodt=0,5&hl=en",22,"2023-09-25 13:09:19","","10.1177/1948550617725149","","",,,,,58,11.60,19,3,5,"Culture shapes the meaning of race and, consequently, who is placed into which racial categories. Three experiments conducted in the United States and Brazil illustrated the …","https://www.researchgate.net/profile/Jacqueline-Chen-5/publication/319329875_To_Be_or_Not_to_Be_Black_or_Multiracial_or_White_Cultural_Variation_in_Racial_Boundaries/links/5bcfb7af92851c1816bc8206/To-Be-or-Not-to-Be-Black-or-Multiracial-or-White-Cultural-Variation-in-Racial-Boundaries.pdf","https://scholar.google.com/scholar?q=related:JdLWvyySLGoJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
59,"S Joel, G MacDonald…","Wanting to stay and wanting to go: Unpacking the content and structure of relationship stay/leave decision processes",2018,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617722834","https://scholar.google.com/scholar?cites=8300625069089571436&as_sdt=2005&sciodt=0,5&hl=en",23,"2023-09-25 13:09:19","","10.1177/1948550617722834","","",,,,,59,11.80,20,3,5,"The present research examined the subjective experience of deciding whether or not to end a romantic relationship. In Study 1, open-ended reasons for wanting to stay in a relationship …","https://www.researchgate.net/profile/Samantha-Joel/publication/318845364_Wanting_to_Stay_and_Wanting_to_Go_Unpacking_the_Content_and_Structure_of_Relationship_StayLeave_Decision_Processes/links/5a13246ca6fdcc717b53865b/Wanting-to-Stay-and-Wanting-to-Go-Unpacking-the-Content-and-Structure-of-Relationship-Stay-Leave-Decision-Processes.pdf","https://scholar.google.com/scholar?q=related:bELJkIW-MXMJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
53,"PJ Maher, ER Igou…","Brexit, Trump, and the polarizing effect of disillusionment",2018,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617750737","https://scholar.google.com/scholar?cites=13140283821274143665&as_sdt=2005&sciodt=0,5&hl=en",24,"2023-09-25 13:09:19","","10.1177/1948550617750737","","",,,,,53,10.60,18,3,5,"We investigate experiences of disillusionment as a source of political polarization. Disillusioning experiences motivate a search for meaning, and we propose that people …","https://repository.essex.ac.uk/26178/1/Political_Disillusionment_pre_print.pdf","https://scholar.google.com/scholar?q=related:sZvb5oOqW7YJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
57,"T Morgenroth, C Fine, MK Ryan…","Sex, drugs, and reckless driving: Are measures biased toward identifying risk-taking in men?",2018,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617722833","https://scholar.google.com/scholar?cites=69945484320532467&as_sdt=2005&sciodt=0,5&hl=en",25,"2023-09-25 13:09:19","","10.1177/1948550617722833","","",,,,,57,11.40,14,4,5,"We investigated whether risk-taking measures inadvertently focus on behaviors that are more normative for men, resulting in the overestimation of gender differences. Using a …","https://journals.sagepub.com/doi/full/10.1177/1948550617722833","https://scholar.google.com/scholar?q=related:82eRIgx_-AAJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
52,"C Meeusen, B Meuleman, K Abts…","Comparing a variable-centered and a person-centered approach to the structure of prejudice",2018,"Social Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617720273","https://scholar.google.com/scholar?cites=13432323075070598626&as_sdt=2005&sciodt=0,5&hl=en",26,"2023-09-25 13:09:19","","10.1177/1948550617720273","","",,,,,52,10.40,13,4,5,"Whereas research on generalized prejudice is dominated by variable-centered approaches, which focus on communalities between different types of prejudice, we propose a …","https://pure.uvt.nl/ws/portalfiles/portal/30358312/Comparing_a_variable_centered_and_person_centered_approach_to_the_structure_of_prejudice.pdf","https://scholar.google.com/scholar?q=related:4p3dVasyaboJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
53,"KE Chaney, DT Sanchez","Gender-inclusive bathrooms signal fairness across identity dimensions",2018,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617737601","https://scholar.google.com/scholar?cites=13476007326455885102&as_sdt=2005&sciodt=0,5&hl=en",27,"2023-09-25 13:09:19","","10.1177/1948550617737601","","",,,,,53,10.60,27,2,5,"While gender-inclusive bathrooms serve a practical function of providing a safe public restroom for transgender individuals, they may also signal identity safety for women and …","https://www.researchgate.net/profile/Kimberly-Chaney/publication/320916737_Gender-Inclusive_Bathrooms_Signal_Fairness_Across_Identity_Dimensions/links/5a81d44aaca272d65019a312/Gender-Inclusive-Bathrooms-Signal-Fairness-Across-Identity-Dimensions.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail","https://scholar.google.com/scholar?q=related:Lu32s0NlBLsJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
52,"MK Hofer, EE Buckels, CJM White…","Individual differences in activation of the parental care motivational system: An empirical distinction between protection and nurturance",2018,"… Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617728994","https://scholar.google.com/scholar?cites=5442850992102053481&as_sdt=2005&sciodt=0,5&hl=en",28,"2023-09-25 13:09:19","","10.1177/1948550617728994","","",,,,,52,10.40,13,4,5,"Previous research reveals that individual differences in parental caregiving motives have implications (among both parents and nonparents) for a wide range of psychological …","http://alecb.psych.ubc.ca/Hoferetal2017.pdf","https://scholar.google.com/scholar?q=related:aRagzSPkiEsJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
54,"K Kushlev, SJ Heintzelman","Put the phone down: Testing a complement-interfere model of computer-mediated communication in the context of face-to-face interactions",2018,"… Psychological and Personality …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617722199","https://scholar.google.com/scholar?cites=6514996969037825651&as_sdt=2005&sciodt=0,5&hl=en",29,"2023-09-25 13:09:19","","10.1177/1948550617722199","","",,,,,54,10.80,27,2,5,"If there ever was a key to happiness, this key would open a door that leads straight to a rich social life. And in the era of smartphones, this key to social connection is in our pockets …","https://www.academia.edu/download/54105290/Kushlev___Heintzelman_SPPS_2017.pdf","https://scholar.google.com/scholar?q=related:cwY_tDnraVoJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
52,"JK South Palomares, AW Young","Facial first impressions of partner preference traits: Trustworthiness, status, and attractiveness",2018,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617732388","https://scholar.google.com/scholar?cites=14588218498241555529&as_sdt=2005&sciodt=0,5&hl=en",30,"2023-09-25 13:09:19","","10.1177/1948550617732388","","",,,,,52,10.40,26,2,5,"This research used the minimal exposure paradigm to examine facial first impressions of traits of trustworthiness, status, and attractiveness, considered important in verbal models of …","https://eprints.whiterose.ac.uk/121362/1/2017_08_21_South_Palomares_SPPS_in_press.pdf","https://scholar.google.com/scholar?q=related:SWx4tW7Dc8oJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
49,"SM Garrison, MJ Doane…","Gay and lesbian experiences of discrimination, health, and well-being: Surrounding the presidential election",2018,"Social Psychological and …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617732391","https://scholar.google.com/scholar?cites=6305697981604959593&as_sdt=2005&sciodt=0,5&hl=en",31,"2023-09-25 13:09:19","","10.1177/1948550617732391","","",,,,,49,9.80,16,3,5,"Sexual minorities have poorer mental and physical health than heterosexuals; these health disparities are consistently attributed to discrimination. However, the mechanisms linking …","https://osf.io/dwscm/download","https://scholar.google.com/scholar?q=related:aRV2vudWglcJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
50,"C Stern, NO Rule","Physical androgyny and categorization difficulty shape political conservatives' attitudes toward transgender people",2018,"… Psychological and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617703172","https://scholar.google.com/scholar?cites=1488663747323129733&as_sdt=2005&sciodt=0,5&hl=en",32,"2023-09-25 13:09:19","","10.1177/1948550617703172","","",,,,,50,10.00,25,2,5,"Researchers have recently begun to examine how categorization processes impact social evaluations. In two studies, we examined how sex categorization influences attitudes toward …","https://www.centenary.edu/files/resources/2017-nov-journal-club.pdf","https://scholar.google.com/scholar?q=related:hW8yecrLqBQJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
46,"NH Hakim, LE Molina…","How discrimination shapes social identification processes and well-being among Arab Americans",2018,"… and Personality Science","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1948550617742192","https://scholar.google.com/scholar?cites=6616118522283291569&as_sdt=2005&sciodt=0,5&hl=en",33,"2023-09-25 13:09:19","","10.1177/1948550617742192","","",,,,,46,9.20,15,3,5,"The increasingly xenophobic US climate warrants a close investigation of Arab American responses to discrimination. We conducted secondary analyses of two large data sets to …","https://www.researchgate.net/profile/Nyla-Branscombe/publication/321857909_How_Discrimination_Shapes_Social_Identification_Processes_and_Well-Being_Among_Arab_Americans/links/5d26195692851cf44077d0e6/How-Discrimination-Shapes-Social-Identification-Processes-and-Well-Being-Among-Arab-Americans.pdf","https://scholar.google.com/scholar?q=related:sfOTCL4s0VsJ:scholar.google.com/&scioq=source:%22social+psychological+and+personality+science%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2018"
